37.4301388,-122.1688323,70.0,12.0,FALSE,,,
37.42552354218607,-122.1537572654956,70.0,4.0,FALSE,,,90.0
37.42552354218607,-122.1537572654956,35.0,4.0,FALSE,,,
37.42480251855404,-122.15376538099079,35.0,4.0,FALSE,,,
37.42444200670441,-122.15376943862998,35.0,4.0,FALSE,,,
37.42372098293791,-122.15377755369154,35.0,4.0,FALSE,,,
37.423714507515896,-122.15287349245743,35.0,4.0,FALSE,,,
37.424075019326466,-122.15286943062924,35.0,4.0,FALSE,,,
37.424071778981144,-122.15241739795376,35.0,4.0,FALSE,,,
37.42479280245107,-122.15240926974664,35.0,4.0,FALSE,,,
37.424789560293505,-122.15195723280976,35.0,4.0,FALSE,,,
37.425150071952835,-122.15195316643073,35.0,4.0,FALSE,,,
37.425146828024964,-122.1515011273993,35.0,4.0,FALSE,,,
37.42550733961985,-122.1514970587809,35.0,4.0,FALSE,,,
37.42551706634457,-122.15285318259295,35.0,4.0,FALSE,,,
37.42515655462367,-122.15285724471055,35.0,4.0,FALSE,,,
37.4251533141524,-122.15240520553449,35.0,4.0,FALSE,,,
37.42515655462367,-122.15285724471055,35.0,4.0,FALSE,,,
37.42443553111462,-122.15286536872868,35.0,4.0,FALSE,,,
37.42443876977365,-122.15331740364323,35.0,4.0,FALSE,,,
37.42407825794354,-122.15332146337697,35.0,4.0,FALSE,,,
37.42552030512949,-122.15330522400816,35.0,4.0,FALSE,,,
37.42552354218607,-122.1537572654956,35.0,5.0,FALSE,,,
37.42552354218607,-122.1537572654956,70.0,12.0,FALSE,,,0.0
37.4301388,-122.1688323,70.0,4.0,FALSE,,,
37.4301388,-122.1688323,30,4.0,FALSE,,,
