37.4301388,-122.1688323,70.0,12.0,FALSE,,,
37.42861435860799,-122.18310877726819,70.0,4.0,FALSE,,,90.0
37.42861435860799,-122.18310877726819,50.0,5,FALSE,,,
37.42717230125911,-122.18312444680286,50.0,5,FALSE,,,
37.42789332997834,-122.18311661217508,50.0,5,FALSE,,,
37.42789957470501,-122.18402073058667,50.0,5,FALSE,,,
37.42753906027569,-122.18402464360094,50.0,5,FALSE,,,
37.42754218000584,-122.18447670074389,50.0,5,FALSE,,,
37.42790269447556,-122.18447278989687,50.0,5,FALSE,,,
37.4279089288311,-122.18537690872591,50.0,5,FALSE,,,
37.428629957864935,-122.18536909549216,50.0,5,FALSE,,,
37.42863307253062,-122.18582115934556,50.0,5,FALSE,,,
37.42791204341608,-122.18582896824468,50.0,5,FALSE,,,
37.42791515627253,-122.18628102783289,50.0,5,FALSE,,,
37.42863618546773,-122.18627322326842,50.0,5,FALSE,,,
37.42864240615624,-122.18717735132228,50.0,5,FALSE,,,
37.42828189148924,-122.18718124930459,50.0,5,FALSE,,,
37.42827878204956,-122.18672918741032,50.0,5,FALSE,,,
37.42719723803509,-122.18674088744247,50.0,5,FALSE,,,
37.42719412698778,-122.18628883211935,50.0,5,FALSE,,,
37.42720034735392,-122.18719294283495,50.0,5,FALSE,,,
37.42792137679986,-122.18718514721748,50.0,5,FALSE,,,
37.427560862088086,-122.18718904506092,50.0,5,FALSE,,,
37.42755152882523,-122.18583287258991,50.0,5,FALSE,,,
37.427191014211985,-122.18583677686561,50.0,5,FALSE,,,
37.427187899707704,-122.18538472168133,50.0,5,FALSE,,,
37.4275484142806,-122.18538081523842,50.0,5,FALSE,,,
37.427545298007466,-122.18492875795638,50.0,5,FALSE,,,
37.42718478347494,-122.18493266656652,50.0,5,FALSE,,,
37.42717542440579,-122.18357650163937,50.0,5,FALSE,,,
37.42825696757241,-122.1835647560948,50.0,5,FALSE,,,
37.428266327005325,-122.18492094052725,50.0,5,FALSE,,,
37.42862684147068,-122.18491703170825,50.0,5,FALSE,,,
37.42861435860799,-122.18310877726819,50.0,5.0,FALSE,,,
37.42861435860799,-122.18310877726819,70.0,12.0,FALSE,,,0.0
37.4301388,-122.1688323,70.0,4.0,FALSE,,,
37.4301388,-122.1688323,30,4.0,FALSE,,,
