-77.45858505,169.2567687,10,,FALSE,,1,,, 
-77.4586214,169.2566481,10,,FALSE,,1,,, 
-77.45865775,169.2565276,10,,FALSE,,1,,,
-77.4586941,169.2564071,10,,FALSE,,1,,,
-77.45873045,169.2562865,10,,FALSE,,1,,,
-77.45876679,169.256166,10,,FALSE,,1,,,
-77.45880314,169.2560454,10,,FALSE,,1,,,
-77.45883949,169.2559249,10,,FALSE,,1,,,
-77.45887584,169.2558044,10,,FALSE,,1,,,
-77.45891219,169.2556838,10,,FALSE,,1,,,
-77.45894854,169.2555633,10,,FALSE,,1,,,
-77.45898488,169.2554427,10,,FALSE,,1,,,
-77.45902407,169.2553431,10,,FALSE,,1,,,
-77.45906357,169.2552459,10,,FALSE,,1,,,
-77.45910308,169.2551486,10,,FALSE,,1,,,
-77.45914258,169.2550514,10,,FALSE,,1,,,
-77.45918208,169.2549541,10,,FALSE,,1,,,
-77.45922159,169.2548569,10,,FALSE,,1,,,
-77.45926109,169.2547596,10,,FALSE,,1,,,
-77.4593006,169.2546624,10,,FALSE,,1,,,
-77.4593401,169.2545652,10,,FALSE,,1,,,
-77.4593796,169.2544679,10,,FALSE,,1,,,
-77.45941911,169.2543707,10,,FALSE,,1,,,
-77.45945861,169.2542734,10,,FALSE,,1,,,
-77.45949812,169.2541762,10,,FALSE,,1,,,
-77.45953586,169.2540653,10,,FALSE,,1,,,
-77.45957316,169.2539512,10,,FALSE,,1,,,
-77.45961047,169.253837,10,,FALSE,,1,,,
-77.45964778,169.2537228,10,,FALSE,,1,,,
-77.45968509,169.2536087,10,,FALSE,,1,,,
-77.45972239,169.2534945,10,,FALSE,,1,,,
-77.4597597,169.2533803,10,,FALSE,,1,,,
-77.45979701,169.2532661,10,,FALSE,,1,,,
-77.45983431,169.253152,10,,FALSE,,1,,,
-77.45987162,169.2530378,10,,FALSE,,1,,,
-77.45990893,169.2529236,10,,FALSE,,1,,,
-77.45994623,169.2528094,10,,FALSE,,1,,,
-77.45998354,169.2526953,10,,FALSE,,1,,,
