-77.45242903279606,169.2192474853878,30,,FALSE,,1
-77.45253797677236,169.22091448300108,30,,FALSE,,1
-77.45217727279004,169.22141358948238,30,,FALSE,,1
-77.45181656786694,169.2219126676733,30,,FALSE,,1
-77.45145586200321,169.22241171757628,30,,FALSE,,1
-77.45109515519886,169.22291073919365,30,,FALSE,,1
-77.45073444745397,169.22340973252784,30,,FALSE,,1
-77.45037373876866,169.2239086975812,30,,FALSE,,1
-77.45001302914304,169.2244076343561,30,,FALSE,,1
-77.4496523185771,169.224906542855,30,,FALSE,,1
-77.44954339933062,169.22323988784922,30,,FALSE,,1
-77.44918269091494,169.2237388108914,30,,FALSE,,1
-77.44907376448093,169.2220722272221,30,,FALSE,,1
-77.44943446980594,169.2215732613653,30,,FALSE,,1
-77.44932553000329,169.21990666340528,30,,FALSE,,1
-77.44896482776925,169.22040567207426,30,,FALSE,,1
-77.44885588078016,169.2187391454499,30,,FALSE,,1
-77.44921657992302,169.2182400939711,30,,FALSE,,1
-77.449577278125,169.2177410142107,30,,FALSE,,1
-77.44993797538599,169.21724190616632,30,,FALSE,,1
-77.45029867170594,169.21674276983555,30,,FALSE,,1
-77.45040763106084,169.218409467711,30,,FALSE,,1
-77.45051658013735,169.22007619411954,30,,FALSE,,1
-77.45062551893513,169.22174294905915,30,,FALSE,,1
-77.45026481334078,169.22224195693548,30,,FALSE,,1
-77.44990410680593,169.22274093653138,30,,FALSE,,1
-77.44979517419037,169.22107426723088,30,,FALSE,,1
-77.44968623129662,169.21940762645667,30,,FALSE,,1
-77.4500469316492,169.21890856122602,30,,FALSE,,1
-77.45015587763422,169.22057524481642,30,,FALSE,,1
-77.45051658013735,169.22007619411954,30,,FALSE,,1
-77.45087728169966,169.21957711513787,30,,FALSE,,1
-77.45123798232116,169.21907800786903,30,,FALSE,,1
-77.4511290270612,169.21741119581822,30,,FALSE,,1
-77.45148972364976,169.2169120174357,30,,FALSE,,1
-77.4518504192971,169.21641281075927,30,,FALSE,,1
-77.45221111400316,169.21591357578652,30,,FALSE,,1
-77.45232007853959,169.21758051631562,30,,FALSE,,1
-77.45268077539676,169.21708129587424,30,,FALSE,,1
-77.45278973274552,169.21874830777892,30,,FALSE,,1
