"FID","lat","lon"
2280,37.996825015,-119.054283366
2281,37.9968038757,-119.054261578
2282,37.9967827363,-119.054239789
2283,37.996769743,-119.054212831
2284,37.9967590298,-119.054184426
2285,37.9967483166,-119.054156021
2286,37.9967376034,-119.054127617
2287,37.9967268902,-119.054099212
2288,37.9967161771,-119.054070807
2289,37.9967054639,-119.054042402
2290,37.9966947507,-119.054013997
2291,37.9966840375,-119.053985592
2292,37.9966733243,-119.053957187
2293,37.9966629037,-119.053928676
2294,37.9966529871,-119.053899984
2295,37.9966430705,-119.053871291
2296,37.9966331539,-119.053842598
2297,37.9966232373,-119.053813905
2298,37.9966133207,-119.053785213
2299,37.9966034041,-119.05375652
2300,37.9965934875,-119.053727827
2301,37.9965835709,-119.053699135
2302,37.9965720491,-119.053671062
2303,37.9965597476,-119.053643317
2304,37.996546081,-119.053616209
2305,37.9965324145,-119.053589101
2306,37.9965187479,-119.053561994
2307,37.9965050813,-119.053534886
2308,37.9964914147,-119.053507778
2309,37.9964777481,-119.05348067
2310,37.9964640816,-119.053453562
2311,37.996450415,-119.053426454
2312,37.9964367484,-119.053399346
2313,37.9964230818,-119.053372238
2314,37.9964092713,-119.053345209
2315,37.9963938224,-119.053319076
2316,37.9963767215,-119.053294077
2317,37.9963578829,-119.053270271
2318,37.996335943,-119.053249305
2319,37.9963124465,-119.053230223
2320,37.9962872943,-119.053213269
2321,37.9962598336,-119.053200326
2322,37.9962311365,-119.053190725
2323,37.9962015484,-119.053184422
2324,37.9961713135,-119.053181689
2325,37.9961410787,-119.053184366
2326,37.9961114708,-119.05319056
2327,37.9960825229,-119.05319957
2328,37.9960546066,-119.053211496
2329,37.9960267248,-119.053223505
2330,37.995998843,-119.053235514
2331,37.9959709612,-119.053247523
2332,37.9959433439,-119.053244279
2333,37.9959232077,-119.053221917
2334,37.9959039018,-119.053198488
2335,37.995884596,-119.05317506
2336,37.9958652901,-119.053151631
2337,37.9958459843,-119.053128203
2338,37.995826382,-119.053105026
2339,37.9958057924,-119.053082719
2340,37.9957851073,-119.053060499
2341,37.9957644221,-119.053038279
2342,37.9957437369,-119.053016059
2343,37.9957230517,-119.052993839
2344,37.9957023665,-119.052971619
2345,37.9956816813,-119.052949398
2346,37.9956617445,-119.052926605
2347,37.9956456678,-119.052900853
2348,37.9956295911,-119.052875101
2349,37.9956135143,-119.05284935
2350,37.9955974376,-119.052823598
2351,37.9955803691,-119.052798527
2352,37.9955615303,-119.052774721
2353,37.9955403225,-119.052753084
2354,37.9955174939,-119.052733178
2355,37.9954925068,-119.052715937
2356,37.9954654443,-119.052702302
2357,37.9954371597,-119.052691586
2358,37.9954077908,-119.052684073
2359,37.995377556,-119.05268134
2360,37.9953473212,-119.052682772
2361,37.995317494,-119.052687755
2362,37.995288347,-119.05269614
2363,37.9952608862,-119.052709083
2364,37.9952351196,-119.05272497
2365,37.9952108945,-119.052743152
2366,37.9951888404,-119.052764014
2367,37.995169317,-119.052787193
2368,37.9951512183,-119.052811519
2369,37.99513543,-119.052837443
2370,37.9951205309,-119.052863893
2371,37.9951056317,-119.052890344
2372,37.9950907326,-119.052916794
2373,37.9950758335,-119.052943245
2374,37.9950609343,-119.052969695
2375,37.9950460352,-119.052996146
2376,37.9950311361,-119.053022596
2377,37.9950162369,-119.053049047
2378,37.9950020562,-119.053075869
2379,37.9949900141,-119.053103737
2380,37.9949798064,-119.053132269
